plot_label	site	elevation	long_dd	lat_dd	X_UTM	Y_UTM	type	dim	area	no_subpl	date1	authors1	date2	authors2	comments	dbh10_inv1	sp_dbh10_inv1	fam_dbh10_inv1	indet_dbh10_inv1	dbh10_inv2	sp_dbh10_inv2	fam_dbh10_inv2	indet_dbh10_inv2	dbh2_10_inv1	sp_dbh2_10_inv1	fam_dbh2_10_inv1	indet_dbh2_10_inv1	dbh2-10_inv2	sp_dbh2_10_inv2	fam_dbh2_10_inv2	indet_dbh2_10_inv2
ITOE7	Mont Itoupé - Versant Est	280	-53.06	3.04	270891.88	337124.13	PCQ2	200x100	NA	14	2014	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	50	19	1	0	0	0	0	0	0	0	0	0	0	0	0
ITOE8	Mont Itoupé - Versant Est	300	-53.06	3.05	271016.31	337584.75	PCQ2	160x100	NA	14	2014	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	60	22	12	0	0	0	0	0	0	0	0	0	0	0	0
ITOW1	Mont Itoupé - Versant Ouest	340	-53.11	3.00	265291.57	332096.14	PCQ2	200x100	NA	14	2014	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	49	21	4	0	0	0	0	0	0	0	0	0	0	0	0
ITOW2	Mont Itoupé - Versant Ouest	330	-53.11	3.00	265416.55	332833.29	PCQ2	200x100	NA	14	2014	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	48	20	2	0	0	0	0	0	0	0	0	0	0	0	0
ITOW3	Mont Itoupé - Versant Ouest	315	-53.11	3.01	265109.22	333632.73	PCQ2	200x100	NA	14	2014	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	46	22	2	0	0	0	0	0	0	0	0	0	0	0	0
ITOW4	Mont Itoupé - Versant Ouest	320	-53.11	3.02	265203.31	334369.94	PCQ2	200x100	NA	14	2014	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	111	35	18	1	0	0	0	0	0	0	0	0	0	0	0	0
ITOW5	Mont Itoupé - Versant Ouest	320	-53.11	3.03	265236.00	335291.61	PCQ2	200x100	NA	14	2014	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme. Near a pre-Columbian earthwork site	112	42	23	0	0	0	0	0	0	0	0	0	0	0	0	0
ITOW6	Mont Itoupé - Versant Ouest	280	-53.11	3.04	265269.59	336674.16	PCQ2	200x100	NA	14	2014	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	39	20	2	0	0	0	0	0	0	0	0	0	0	0	0
ITOW7	Mont Itoupé - Versant Ouest	340	-53.10	3.04	265641.26	337195.75	PCQ2	200x80	NA	14	2014	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	37	17	1	0	0	0	0	0	0	0	0	0	0	0	0
ITOW8	Mont Itoupé - Versant Ouest	330	-53.10	3.05	265581.05	337994.71	PCQ2	200x100	NA	14	2014	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	39	19	4	0	0	0	0	0	0	0	0	0	0	0	0
LTN1	Réserve des Nouragues - Saut Pararé - Site précolombien	90	-52.67	4.02	313736.78	445358.70	full	100x100	1.00	100	2017	Jean-François Molino, Julien Engel & Guillaume Odonne, with Chantal Geniez & Morgan Ada			Strong archaeological evidence of pre-Columbian occupation	536	155	39	1	0	0	0	0	0	0	0	0	0	0	0	0
LTN2	Station de recherche des Nouragues - Saut Pararé	70	-52.68	4.03	313182.93	446035.63	full	100x100	1.00	100	2017	Jean-François Molino, Julien Engel & Guillaume Odonne, with Chantal Geniez & Morgan Ada			Terra firme	473	164	42	2	0	0	0	0	0	0	0	0	0	0	0	0
LTN3	Réserve des Nouragues - Saut Pararé - Montagne couronnée	90	-52.68	4.02	313274.39	445513.24	full	100x110	1.00	100	2017	Jean-François Molino, Julien Engel & Guillaume Odonne, with Chantal Geniez & Jean-Louis Smock			On a pre-Columbian earthwork site	588	143	40	1	0	0	0	0	0	0	0	0	0	0	0	0
LTN4	Station de recherche des Nouragues - Grand Plateau	190	-52.67	4.08	314304.20	451255.30	full	100x100	1.00	100	2017-2018	Jean-François Molino & Guillaume Odonne, with Chantal Geniez, Jeanne Brancier, Claire A. Martin & Marion Vincent			Terra firme	489	167	44	4	0	0	0	0	0	0	0	0	0	0	0	0
LTN5	Station de recherche des Nouragues - Grand Plateau	175	-52.67	4.08	314243.09	451531.88	full	100x100	1.00	100	2017-2018	Jean-François Molino & Guillaume Odonne, with Chantal Geniez, Jean-Louis Smock, Claire A. Martin & Marion Vincent			Terra firme	496	157	40	6	0	0	0	0	0	0	0	0	0	0	0	0
LTN6	Station de recherche des Nouragues - Grand Plateau - Site précolombien	160	-52.67	4.07	314149.47	451009.88	full	90x120	0.88	88	2017-2018	Jean-François Molino & Guillaume Odonne, with Chantal Geniez, Jean-Louis Smock, Claire A. Martin & Marion Vincent			Strong archaeological evidence of pre-Columbian occupation	458	181	44	5	0	0	0	0	0	0	0	0	0	0	0	0
MAT	Savane Matiti	30	-52.63	4.99	319280.00	551783.00	PCQ	2500	NA	126	2001	Marie-Françoise Prévost & Pierre Grenand			Terra firme	497	132	44	52	0	0	0	0	0	0	0	0	0	0	0	0
MC87a	Interfluve Kourouaïe-Capiri - Montagne couronnée 87	105	-52.08	4.05	379436.65	448502.63	full	150x80	0.97	97	2009	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock & Michel Tarcy			On a pre-Columbian earthwork site; plot adjacent to MC87b	371	161	36	6	0	0	0	0	0	0	0	0	0	0	0	0
MC87b	Interfluve Kourouaïe-Capiri - Montagne couronnée 87	105	-52.08	4.05	379436.65	448502.63	full	150x80	0.86	86	2009	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock & Michel Tarcy			On a pre-Columbian earthwork site; plot adjacent to MC87a	449	193	42	3	0	0	0	0	0	0	0	0	0	0	0	0
MEM1	Massif des Emerillons - Piton Baron	250	-53.08	3.25	267910.64	359896.56	full	100x100	1.00	100	2007	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock, Michel Tarcy & Julien Engel			Terra firme	545	143	39	1	0	0	0	0	0	0	0	0	0	0	0	0
MEM2	Massif des Emerillons - Piton Baron	250	-53.08	3.25	268560.47	360540.42	full	100x100	1.00	100	2007	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock, Michel Tarcy & Julien Engel			Terra firme	488	128	35	0	0	0	0	0	0	0	0	0	0	0	0	0
MEM3	Massif des Emerillons - Piton Baron	250	-53.08	3.25	268404.86	359956.98	full	100x100	1.00	100	2007	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock, Michel Tarcy & Julien Engel			Terra firme	462	130	36	2	0	0	0	0	0	0	0	0	0	0	0	0
MPB1	Montagne Plomb - Versant Nord-Est	80	-52.93	5.00	285611.36	553286.91	full	100x100	1.00	100	2002	Marie-Françoise Prévost, Daniel Sabatier & Jean-François Molino, with  Jean-Louis Smock, Michel Tarcy & Charles François			Terra firme	479	157	40	1	0	0	0	0	0	0	0	0	0	0	0	0
MPB2	Forêt domaniale de Crique Plomb	110	-52.92	5.01	286169.73	554575.62	full	100x100	1.00	100	2002	Marie-Françoise Prévost & Daniel Sabatier, with  Jean-Louis Smock, Michel Tarcy & Charles François			Terra firme	866	161	34	2	0	0	0	0	0	0	0	0	0	0	0	0
MPB3	Forêt domaniale de Crique Plomb	125	-52.94	5.03	284789.23	556576.68	full	100x100	1.00	100	2004	Daniel Sabatier, with  Jean-Louis Smock, Flora Lokonadinpoulle & Marie Gautier			Terra firme	1055	116	32	32	0	0	0	0	0	0	0	0	0	0	0	0
MPB4	Forêt domaniale de Crique Plomb	110	-52.94	5.03	284697.44	556792.01	full	100x100	1.00	100	2004	Daniel Sabatier, with  Jean-Louis Smock, Flora Lokonadinpoulle & Marie Gautier			Terra firme	555	98	31	15	0	0	0	0	0	0	0	0	0	0	0	0
MPB5	Forêt domaniale de Crique Plomb	100	-52.93	5.02	285003.61	556145.92	full	100x100	1.00	100	2005	Daniel Sabatier & Jean-François Molino			Terra firme	741	126	32	6	0	0	0	0	0	0	0	0	0	0	0	0
MPB6	Montagne Plomb - Versant Nord-Est	200	-52.95	4.99	283513.97	552525.03	full	100x100	1.00	100	2005	Daniel Sabatier, with  Jean-Louis Smock, Michel Tarcy & Charles François			Terra firme	518	174	43	20	0	0	0	0	0	0	0	0	0	0	0	0
MPB7	Montagne Plomb - Versant Nord-Est	100	-52.94	5.00	284102.93	553721.49	full	100x100	1.00	100	2005	Daniel Sabatier, with  Jean-Louis Smock, Michel Tarcy & Charles François			Terra firme	475	134	37	9	0	0	0	0	0	0	0	0	0	0	0	0
MPB8	Montagne Plomb - Versant Nord-Ouest	105	-53.00	4.98	277719.02	551743.64	full	100x100	1.00	100	2005	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock, Michel Tarcy & Julien Engel			Terra firme	509	168	42	0	0	0	0	0	0	0	0	0	0	0	0	0
MPE2	Montagne Plomb - Versant Sud-Est	250	-52.94	4.98	284895.00	550769.00	PCQ2	200x100	NA	14	2016	Daniel Sabatier & Jean-François Molino, with Chantal Geniez, Jean-Louis Smock, Isabelle Valade & Jean-Claude Doudou			Terra firme	112	76	33	4	0	0	0	0	0	0	0	0	0	0	0	0
MPE3	Montagne Plomb - Versant Sud-Est	250	-52.94	4.98	284895.00	550769.00	PCQ2	200x60	NA	14	2016	Daniel Sabatier & Jean-François Molino, with Chantal Geniez, Jean-Louis Smock, Isabelle Valade & Jean-Claude Doudou			Terra firme	112	60	28	15	0	0	0	0	0	0	0	0	0	0	0	0
MPE4	Montagne Plomb - Versant Sud-Est	250	-52.94	4.98	284895.00	550769.00	PCQ2	160x100	NA	14	2016	Daniel Sabatier & Jean-François Molino, with Chantal Geniez, Jean-Louis Smock, Isabelle Valade & Jean-Claude Doudou			Terra firme	112	52	26	14	0	0	0	0	0	0	0	0	0	0	0	0
MPW1	Montagne Plomb - Versant Sud-Ouest	250	-52.93	4.98	286004.00	550769.00	PCQ2	200x100	NA	14	2016	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	66	32	13	0	0	0	0	0	0	0	0	0	0	0	0
MPW2	Montagne Plomb - Versant Sud-Ouest	250	-52.93	4.98	286004.00	550769.00	PCQ2	200x100	NA	14	2016	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	57	28	6	0	0	0	0	0	0	0	0	0	0	0	0
MPW3	Montagne Plomb - Versant Sud-Ouest	250	-52.93	4.98	286004.00	550769.00	PCQ2	200x60	NA	14	2016	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	111	52	25	9	0	0	0	0	0	0	0	0	0	0	0	0
MPW4	Montagne Plomb - Versant Sud-Ouest	250	-52.93	4.98	286004.00	550769.00	PCQ2	200x100	NA	14	2016	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	61	24	1	0	0	0	0	0	0	0	0	0	0	0	0
MPW5	Montagne Plomb - Versant Sud-Ouest	250	-52.93	4.98	286004.00	550769.00	PCQ2	200x100	NA	14	2016	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	62	27	7	0	0	0	0	0	0	0	0	0	0	0	0
MPW6	Montagne Plomb - Versant Sud-Ouest	250	-52.93	4.98	286004.00	550769.00	PCQ2	200x50	NA	14	2016	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	112	53	20	13	0	0	0	0	0	0	0	0	0	0	0	0
MPW7	Montagne Plomb - Versant Sud-Ouest	250	-52.93	4.98	286004.00	550769.00	PCQ2	200x60	NA	14	2016	Daniel Sabatier & Jean-François Molino, with Chantal Geniez & Jean-Louis Smock			Terra firme	110	58	32	14	0	0	0	0	0	0	0	0	0	0	0	0
NOU1	Station de recherche des Nouragues - Grand Plateau	110	-52.67	4.08	313677.00	452001.00	full	20x500	1.00	100	1987	Marie-Françoise Prévost & Daniel Sabatier			Terra firme	471	170	39	14	0	0	0	0	0	0	0	0	0	0	0	0
NOU11L	Station de recherche des Nouragues - Grand Plateau	170	-52.67	4.08	314059.00	452048.00	full	70x40	0.28	28	1987-1989	Marie-Françoise Prévost & Daniel Sabatier			Terra firme.	67	44	19	4	0	0	0	0	0	0	0	0	0	0	0	0
NOU12L	Station de recherche des Nouragues - Grand Plateau	170	-52.67	4.08	314058.00	451937.00	full	100x40	0.40	40	1987-1989	Marie-Françoise Prévost & Daniel Sabatier			Terra firme.	121	65	28	6	0	0	0	0	0	0	0	0	0	0	0	0
NOU13L	Station de recherche des Nouragues - Grand Plateau	170	-52.67	4.08	314003.00	451882.00	full	100x40	0.40	40	1987-1989	Marie-Françoise Prévost & Daniel Sabatier			Terra firme.	177	79	30	13	0	0	0	0	0	0	0	0	0	0	0	0
NOU14L	Station de recherche des Nouragues - Grand Plateau	170	-52.67	4.08	314003.00	451827.00	full	100x40	0.40	40	1987-1989	Marie-Françoise Prévost & Daniel Sabatier			Terra firme.	217	98	32	18	0	0	0	0	0	0	0	0	0	0	0	0
NOU15L	Station de recherche des Nouragues - Grand Plateau	170	-52.67	4.08	313947.00	451772.00	full	100x40	0.40	40	1987-1989	Marie-Françoise Prévost & Daniel Sabatier			Terra firme.	176	76	28	16	0	0	0	0	0	0	0	0	0	0	0	0
NOU16L	Station de recherche des Nouragues - Grand Plateau	170	-52.67	4.08	313947.00	451661.00	full	100x40	0.40	40	1987-1989	Marie-Françoise Prévost & Daniel Sabatier			Terra firme.	196	85	27	21	0	0	0	0	0	0	0	0	0	0	0	0
NOU17L	Station de recherche des Nouragues - Grand Plateau	170	-52.67	4.08	313891.00	451551.00	full	100x40	0.40	40	1987-1989	Marie-Françoise Prévost & Daniel Sabatier			Terra firme.	198	71	29	28	0	0	0	0	0	0	0	0	0	0	0	0
NOU18L	Station de recherche des Nouragues - Grand Plateau	170	-52.67	4.08	313891.00	451495.00	full	100x40	0.40	40	1987-1989	Marie-Françoise Prévost & Daniel Sabatier			Terra firme.	203	73	26	32	0	0	0	0	0	0	0	0	0	0	0	0
NOU2	Station de recherche des Nouragues - Grand Plateau	160	-52.68	4.08	313438.00	452024.00	full	20x500	1.00	100	1987	Marie-Françoise Prévost & Daniel Sabatier			Terra firme	589	204	42	13	0	0	0	0	0	0	0	0	0	0	0	0
NOU3	Station de recherche des Nouragues - Grand Plateau	160	-52.67	4.08	314136.96	452114.51	full	20x500	1.00	100	1989	Marie-Françoise Prévost & Daniel Sabatier			Terra firme	475	176	42	5	0	0	0	0	0	0	0	0	0	0	0	0
NOU4	Station de recherche des Nouragues - Grand Plateau	170	-52.67	4.08	314249.00	451672.00	full	20x500	1.00	100	1989	Marie-Françoise Prévost & Daniel Sabatier			Terra firme	547	183	42	9	0	0	0	0	0	0	0	0	0	0	0	0
NOU5	Station de recherche des Nouragues - Grand Plateau	250	-52.68	4.09	312930.00	452345.00	full	20x410	0.82	82	1989	Marie-Françoise Prévost & Daniel Sabatier			Terra firme	695	165	39	34	0	0	0	0	0	0	0	0	0	0	0	0
PAR1	Station expérimentale de Paracou - Parcelle 1 (témoin)	40	-52.93	5.27	285194.00	583119.00	full	20x250	0.50	50	1995-1996	Jean-François Molino & Daniel Sabatier	2002	Jean-François Molino, with Raphaël Pélissier	Terra firme. Inventory threshold set at 2 cm dbh for the first inventory (date1), and limited to trees with dbh between 2 and 10 cm for the second inventory (date2). Plot PAR1 is located within plot 1 of Paracou research station (managed by the CIRAD), and the (X,Y) coordinates of a tree can be converted to those of the corresponding Paracou CIRAD plot 1 using the following transformations: [X(GUYADIV) =  245 - Y(CIRAD)] and [Y(GUYADIV) = X(CIRAD)].	329	111	31	10	14	0	0	0	1042	229	45	0	1077	231	45	0
PAR10	Station expérimentale de Paracou - Parcelle 10 (traitement 2)	40	-52.92	5.26	286704.00	581738.00	full	20x250	0.50	50	1996-1997	Jean-François Molino & Daniel Sabatier	2002	Jean-François Molino	Terra firme. Forest slightly disturbed by logging. Inventory threshold set at 2 cm dbh for the first inventory (date1), and limited to trees with dbh between 2 and 10 cm for the second inventory (date2). In this plot, trees were only positioned in 5 m x 5 m sub-plots. The (X,Y) coordinates of a tree are therefore those of the center of the sub-plot to which it belongs. These coordinates can be converted to those of the corresponding Paracou CIRAD plot using the following transformations: [X(GUYADIV) = X(CIRAD) - 225] and [Y(GUYADIV) = Y(CIRAD)]. 	278	96	36	9	68	0	0	0	1725	272	55	2	1529	266	52	2
PAR11	Station expérimentale de Paracou - Parcelle 11 (témoin)	40	-52.92	5.25	286136.00	581297.00	full	20x250	0.50	50	1994-1996	Jean-François Molino & Daniel Sabatier	2002	Jean-François Molino & Daniel Sabatier	Terra firme. Inventory threshold set at 2 cm dbh for the first inventory (date1), and limited to trees with dbh between 2 and 10 cm for the second inventory (date2). Plot PAR11 is located within plot 11 of Paracou research station (managed by the CIRAD), and the (X,Y) coordinates of a tree can be converted to those of the corresponding Paracou CIRAD plot 11 using the following transformations: [X(GUYADIV) =  X(CIRAD) - 5] and [Y(GUYADIV) = Y(CIRAD)].	329	100	36	5	19	0	0	0	934	212	43	0	961	214	44	1
PAR16	Station expérimentale de Paracou - Parcelle 16	30	-52.93	5.25	285530.00	581625.00	full	20x20	0.04	4	2006	Daniel Sabatier, with Jean-Louis Smock & Michel Tarcy			Terra firme. Inventory threshold set at 2 cm dbh.	17	12	10	0	0	0	0	0	80	48	25	1	0	0	0	0
PAR2	Station expérimentale de Paracou - Parcelle 2 (traitement 1)	40	-52.93	5.26	285270.00	582713.00	full	20x250	0.50	50	1996-1997	Jean-François Molino & Daniel Sabatier	2002	Jean-François Molino, with Raphaël Pélissier & Olivier Florès	Terra firme. Forest slightly disturbed by logging. Inventory threshold set at 2 cm dbh for the first inventory (date1), and limited to trees with dbh between 2 and 10 cm for the second inventory (date2). Plot PAR2 is located within plot 2 of Paracou research station (managed by the CIRAD), and the (X,Y) coordinates of a tree can be converted to those of the corresponding Paracou CIRAD plot 2 using the following transformations: [X(GUYADIV) = X(CIRAD) - 225] and [Y(GUYADIV) = Y(CIRAD)].	273	112	35	11	50	0	0	0	1454	277	51	0	1440	287	53	0
PAR3	Station expérimentale de Paracou - Parcelle 3 (traitement 2)	40	-52.93	5.26	285512.00	582559.00	full	20x250	0.50	50	1996	Jean-François Molino & Daniel Sabatier	2002	Jean-François Molino, with Pascal Petronelli & Olivier Florès	Terra firme. Forest slightly disturbed by logging. Inventory threshold set at 2 cm dbh for the first inventory (date1), and limited to trees with dbh between 2 and 10 cm for the second inventory (date2). In this plot, trees were only positioned in 5 m x 5 m sub-plots. The (X,Y) coordinates of a tree are therefore those of the center of the sub-plot to which it belongs. These coordinates can be converted to those of the corresponding Paracou CIRAD plot using the following transformations: [X(GUYADIV) = 25 - Y(CIRAD)] and [Y(GUYADIV) = X(CIRAD)]. 	324	108	36	2	43	0	0	0	1831	287	52	1	1637	289	49	0
PAR4	Station expérimentale de Paracou - Parcelle 4 (traitement 3)	40	-52.93	5.27	285935.00	583073.00	full	20x250	0.50	50	1998	Jean-François Molino & Daniel Sabatier	2002	Jean-François Molino, with Raphaël Pélissier	Terra firme. Forest slightly disturbed by logging. Inventory threshold set at 2 cm dbh for the first inventory (date1), and limited to trees with dbh between 2 and 10 cm for the second inventory (date2). In this plot, trees were only positioned in 5 m x 5 m sub-plots. The (X,Y) coordinates of a tree are therefore those of the center of the sub-plot to which it belongs. These coordinates can be converted to those of the corresponding Paracou CIRAD plot using the following transformations: [X(GUYADIV) = 245 - Y(CIRAD)] and [Y(GUYADIV) = X(CIRAD)]. 	261	91	37	0	44	0	0	0	1783	270	49	0	1773	275	49	0
PAR5	Station expérimentale de Paracou - Parcelle 5 (traitement 2)	40	-52.92	5.27	286357.00	583075.00	full	20x250	0.50	50	1996-1997	Jean-François Molino & Daniel Sabatier	2002	Jean-François Molino & Daniel Sabatier, with Raphaël Pélissier & Olivier Florès	Terra firme. Forest slightly disturbed by logging. Inventory threshold set at 2 cm dbh for the first inventory (date1), and limited to trees with dbh between 2 and 10 cm for the second inventory (date2). In this plot, trees were only positioned in 5 m x 5 m sub-plots. The (X,Y) coordinates of a tree are therefore those of the center of the sub-plot to which it belongs. These coordinates can be converted to those of the corresponding Paracou CIRAD plot using the following transformations: [X(GUYADIV) = X(CIRAD) - 225] and [Y(GUYADIV) = Y(CIRAD)]. 	300	103	32	3	42	0	0	0	1300	237	51	1	1342	249	50	0
PAR6	Station expérimentale de Paracou - Parcelle 6 (témoin)	40	-52.92	5.27	286650.00	583114.00	full	20x250	0.50	50	1995-1996	Jean-François Molino & Daniel Sabatier	2002	Jean-François Molino & Daniel Sabatier	Terra firme. Inventory threshold set at 2 cm dbh for the first inventory (date1), and limited to trees with dbh between 2 and 10 cm for the second inventory (date2). Plot PAR6 is located within plot 6 of Paracou research station (managed by the CIRAD), and the (X,Y) coordinates of a tree can be converted to those of the corresponding Paracou CIRAD plot 6 using the following transformations: [X(GUYADIV) =  245 - X(CIRAD)] and [Y(GUYADIV) = 250 - Y(CIRAD)].	272	111	34	2	20	0	0	0	1058	215	47	0	1065	214	45	0
PAR7	Station expérimentale de Paracou - Parcelle 7 (traitement 1)	40	-52.92	5.26	286222.00	582657.00	full	20x250	0.50	50	1995-1996	Jean-François Molino & Daniel Sabatier	2002	Jean-François Molino, with Raphaël Pélissier & Olivier Florès	Terra firme. Inventory threshold set at 2 cm dbh for the first inventory (date1), and limited to trees with dbh between 2 and 10 cm for the second inventory (date2). Plot PAR7 is located within plot 7 of Paracou research station (managed by the CIRAD), and the (X,Y) coordinates of a tree can be converted to those of the corresponding Paracou CIRAD plot 7 using the following transformations: [X(GUYADIV) =  X(CIRAD) - 225] and [Y(GUYADIV) = Y(CIRAD)].	253	90	35	18	29	0	0	0	1266	230	51	2	1293	239	51	1
PAR9	Station expérimentale de Paracou - Parcelle 9 (traitement 1)	40	-52.92	5.25	286194.00	581622.00	full	20x250	0.50	50	1995-1997	Jean-François Molino & Daniel Sabatier	2002	Jean-François Molino, with Olivier Florès	Terra firme. Inventory threshold set at 2 cm dbh for the first inventory (date1), and limited to trees with dbh between 2 and 10 cm for the second inventory (date2). Plot PAR9 is located within plot 9 of Paracou research station (managed by the CIRAD), and the (X,Y) coordinates of a tree can be converted to those of the corresponding Paracou CIRAD plot 9 using the following transformations: [X(GUYADIV) =  X(CIRAD) - 5] and [Y(GUYADIV) = Y(CIRAD)].	300	100	34	4	52	0	0	0	1623	265	51	1	1527	258	50	0
PAS	Centre Spatial Guyanais - crique Passoura	40	-52.79	5.18	301463.00	573075.00	full	100x100	1.40	140	1992	Daniel Sabatier & Marie-Françoise Prévost, with Georges Elfort			Terra firme	988	213	47	26	0	0	0	0	0	0	0	0	0	0	0	0
PG01	Forêt domaniale de Crique Plomb	215	-52.92	5.02	286851.00	555619.00	PCQ3	90x990	NA	150	2003	Daniel Sabatier & Jean-François Molino, with Raphaël Pélissier & Cécile Madelaine			Terra firme	600	165	46	5	0	0	0	0	0	0	0	0	0	0	0	0
PG02	Forêt domaniale de Crique Plomb	215	-52.92	5.02	286308.00	556019.00	PCQ3	110x410	NA	60	2003	Daniel Sabatier & Jean-François Molino, with Raphaël Pélissier & Cécile Madelaine			Terra firme	240	80	23	0	0	0	0	0	0	0	0	0	0	0	0	0
PG03	Forêt domaniale de Crique Plomb	120	-52.93	5.02	285155.00	556155.00	PCQ3	50x370	NA	53	2003	Daniel Sabatier & Jean-François Molino, with Raphaël Pélissier & Cécile Madelaine			Terra firme	212	82	24	0	0	0	0	0	0	0	0	0	0	0	0	0
PG04	Forêt domaniale de Crique Plomb	120	-52.94	5.02	284834.00	556178.00	PCQ3	50x230	NA	35	2003	Daniel Sabatier & Jean-François Molino, with Raphaël Pélissier & Cécile Madelaine			Terra firme	140	56	19	0	0	0	0	0	0	0	0	0	0	0	0	0
PG05	Forêt domaniale de Crique Plomb	100	-52.95	5.05	283077.00	558517.00	PCQ3	50x170	NA	27	2004	Daniel Sabatier & Jean-François Molino, with Christian de Namur & Jean-Louis Smock			Terra firme	108	60	22	0	0	0	0	0	0	0	0	0	0	0	0	0
PG06	Forêt domaniale de Crique Plomb	100	-52.95	5.05	282878.00	558629.00	PCQ3	50x290	NA	37	2004	Daniel Sabatier & Jean-François Molino, with Christian de Namur & Jean-Louis Smock			Terra firme	148	71	29	1	0	0	0	0	0	0	0	0	0	0	0	0
PG07	Forêt domaniale de Crique Plomb	100	-52.94	5.03	284547.00	556600.00	PCQ3	50x150	NA	22	2004	Jean-François Molino, with Christian de Namur & Jean-Louis Smock			Terra firme	87	37	16	0	0	0	0	0	0	0	0	0	0	0	0	0
PG08	Forêt domaniale de Crique Plomb	100	-52.94	5.03	284414.00	556821.00	PCQ3	50x350	NA	54	2004	Jean-François Molino, with Christian de Namur & Jean-Louis Smock			Terra firme	216	80	26	1	0	0	0	0	0	0	0	0	0	0	0	0
PG09	Forêt domaniale de Crique Plomb	100	-52.95	5.05	283377.00	558649.00	PCQ3	50x450	NA	69	2004	Daniel Sabatier & Jean-François Molino, with Christian de Namur & Jean-Louis Smock			Terra firme	276	104	34	0	0	0	0	0	0	0	0	0	0	0	0	0
PG10	Forêt domaniale de Crique Plomb	120	-52.95	5.04	283676.00	558471.00	PCQ3	50x210	NA	33	2004	Daniel Sabatier & Jean-François Molino, with Christian de Namur & Jean-Louis Smock			Terra firme	132	72	24	0	0	0	0	0	0	0	0	0	0	0	0	0
PG11	Forêt domaniale de Crique Plomb	200	-52.90	5.02	288847.00	555779.00	PCQ3	140x510	NA	78	2004	Daniel Sabatier & Jean-François Molino, with Christian de Namur & Jean-Louis Smock			Terra firme	312	105	42	0	0	0	0	0	0	0	0	0	0	0	0	0
PG13	Forêt domaniale de Crique Plomb	110	-52.93	5.01	285661.00	554528.00	PCQ3	50x270	NA	41	2004	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock			Terra firme	164	71	24	0	0	0	0	0	0	0	0	0	0	0	0	0
PG14	Forêt domaniale de Crique Plomb	110	-52.93	5.01	285860.00	554471.00	PCQ3	50x110	NA	18	2004	Daniel Sabatier & Jean-François Molino, with Jean-Louis Smock			Terra firme	72	45	19	0	0	0	0	0	0	0	0	0	0	0	0	0
PG15	Forêt domaniale de Crique Plomb	116	-52.95	5.02	283291.00	556006.00	PCQ3	50x330	NA	51	2004	Daniel Sabatier & Jean-François Molino, with Raphaël Pélissier & Jean-Louis Smock			Terra firme	204	79	28	0	0	0	0	0	0	0	0	0	0	0	0	0
PG16	Forêt domaniale de Crique Plomb	116	-52.95	5.02	283070.00	556051.00	PCQ3	50x110	NA	18	2004	Daniel Sabatier & Jean-François Molino, with Raphaël Pélissier & Jean-Louis Smock			Terra firme	72	29	16	0	0	0	0	0	0	0	0	0	0	0	0	0
PG17	Montagne Plomb - Versant Nord-Est	355	-52.94	5.00	283904.00	553206.00	PCQ3	70x2170	NA	327	2004	Daniel Sabatier & Jean-François Molino, with Raphaël Pélissier & Jean-Louis Smock			Terra firme	1308	303	50	4	0	0	0	0	0	0	0	0	0	0	0	0
PG18	Montagne Plomb - Versant Nord-Ouest	355	-52.99	4.99	278354.00	551895.00	PCQ3	50x1730	NA	261	2004	Daniel Sabatier & Jean-François Molino, with Raphaël Pélissier & Jean-Louis Smock			Terra firme	1044	276	49	1	0	0	0	0	0	0	0	0	0	0	0	0
